,player_name,player_api_id,player_nation,season,team_long_name,team_api_id,season_player_age,market_val_amnt,player_pos,match_api_id,country,elapsed,subtype,team,id,goal_type,elapsed_plus,birthday,height,weight
2955,Keko,156097,Spain,2015,SD Eibar,8372,24,600000,RW,2030257,Spain,17,volley,SD Eibar,5146567,n,,1991-12-27,172,150
2956,Keko,156097,Spain,2015,SD Eibar,8372,24,600000,RW,2030381,Spain,46,distance,SD Eibar,5255533,n,,1991-12-27,172,150
1469,Douglas Costa,156726,Brazil,2015,FC Bayern Munich,9823,25,6000000,LW,2001675,Germany,87,shot,FC Bayern Munich,4671356,n,,1990-09-14,172,143
1470,Douglas Costa,156726,Brazil,2015,FC Bayern Munich,9823,25,6000000,LW,2002191,Germany,18,shot,FC Bayern Munich,5002595,n,,1990-09-14,172,143
1471,Douglas Costa,156726,Brazil,2015,FC Bayern Munich,9823,25,6000000,LW,2002431,Germany,79,distance,FC Bayern Munich,5531693,n,,1990-09-14,172,143
1472,Douglas Costa,156726,Brazil,2015,FC Bayern Munich,9823,25,6000000,LW,2002348,Germany,89,distance,FC Bayern Munich,5473742,n,,1990-09-14,172,143
3848,Nathaniel Clyne,157838,England,2015,Liverpool,8650,24,3000000,RB,1988961,England,65,shot,Liverpool,5292349,n,,1991-04-05,175,148
267,Alex Sandro,157865,Brazil,2015,Juventus,9885,24,20000000,LB,2060311,Italy,61,shot,Juventus,5234180,n,,1991-01-26,180,172
268,Alex Sandro,157865,Brazil,2015,Juventus,9885,24,20000000,LB,2060291,Italy,42,shot,Juventus,5188579,n,,1991-01-26,180,172
4348,Robert Beric,158297,Slovenia,2015,AS Saint-Étienne,9853,24,2500000,CF,1989837,France,47,shot,AS Saint-Étienne,4805296,n,,1991-06-17,187,176
4349,Robert Beric,158297,Slovenia,2015,AS Saint-Étienne,9853,24,2500000,CF,1989895,France,63,tap_in,AS Saint-Étienne,4974458,n,,1991-06-17,187,176
4350,Robert Beric,158297,Slovenia,2015,AS Saint-Étienne,9853,24,2500000,CF,1989876,France,20,shot,AS Saint-Étienne,4914168,n,,1991-06-17,187,176
3693,Michail Antonio,158545,Jamaica,2015,West Ham United,8654,25,12000000,CF,1988992,England,79,header,West Ham United,5362518,n,,1990-03-28,180,174
3694,Michail Antonio,158545,Jamaica,2015,West Ham United,8654,25,12000000,CF,1987603,England,23,shot,West Ham United,5612507,n,,1990-03-28,180,174
3695,Michail Antonio,158545,Jamaica,2015,West Ham United,8654,25,12000000,CF,1988979,England,30,shot,West Ham United,5331178,n,,1990-03-28,180,174
3696,Michail Antonio,158545,Jamaica,2015,West Ham United,8654,25,12000000,CF,1988909,England,10,header,West Ham United,5141901,n,,1990-03-28,180,174
3697,Michail Antonio,158545,Jamaica,2015,West Ham United,8654,25,12000000,CF,1988945,England,58,header,West Ham United,5243076,n,,1990-03-28,180,174
3698,Michail Antonio,158545,Jamaica,2015,West Ham United,8654,25,12000000,CF,1988986,England,7,header,West Ham United,5352007,n,,1990-03-28,180,174
3699,Michail Antonio,158545,Jamaica,2015,West Ham United,8654,25,12000000,CF,1988899,England,69,header,West Ham United,5136297,n,,1990-03-28,180,174
3700,Michail Antonio,158545,Jamaica,2015,West Ham United,8654,25,12000000,CF,1989059,England,76,header,West Ham United,5596183,n,,1990-03-28,180,174
1717,Ermir Lenjani,158886,Albania,2015,FC Nantes,9830,26,200000,LB,1989805,France,77,shot,FC Nantes,4700997,n,,1989-08-05,175,143
5134,Toby Alderweireld,160599,Belgium,2015,Tottenham Hotspur,8586,26,10000000,CB,1988837,England,33,header,Tottenham Hotspur,5048328,n,,1989-03-02,185,179
5135,Toby Alderweireld,160599,Belgium,2015,Tottenham Hotspur,8586,26,10000000,CB,1988776,England,50,header,Tottenham Hotspur,4831117,n,,1989-03-02,185,179
5136,Toby Alderweireld,160599,Belgium,2015,Tottenham Hotspur,8586,26,10000000,CB,1988997,England,60,volley,Tottenham Hotspur,5359221,n,,1989-03-02,185,179
5137,Toby Alderweireld,160599,Belgium,2015,Tottenham Hotspur,8586,26,10000000,CB,1989037,England,74,header,Tottenham Hotspur,5484253,n,,1989-03-02,185,179
5151,Tom Cleverley,160713,England,2015,Everton,8668,26,3000000,CM,1988885,England,90,header,Everton,5133608,n,3.0,1989-08-12,175,148
5152,Tom Cleverley,160713,England,2015,Everton,8668,26,3000000,CM,1989062,England,7,shot,Everton,5553904,n,,1989-08-12,175,148
2376,Iago Falque,161015,Spain,2015,Roma,8686,25,1200000,RW,2060605,Italy,71,shot,Roma,5156109,n,,1990-01-04,175,152
2377,Iago Falque,161015,Spain,2015,Roma,8686,25,1200000,RW,2060278,Italy,44,shot,Roma,4760904,n,,1990-01-04,175,152
4912,Stephan El Shaarawy,161328,Italy,2015,AS Monaco,9829,23,7000000,LW,2060643,Italy,59,shot,Roma,5609258,n,,1992-10-27,177,159
4913,Stephan El Shaarawy,161328,Italy,2015,AS Monaco,9829,23,7000000,LW,2060500,Italy,15,header,Roma,5455844,n,,1992-10-27,177,159
4914,Stephan El Shaarawy,161328,Italy,2015,AS Monaco,9829,23,7000000,LW,2060601,Italy,87,shot,Roma,5568895,n,,1992-10-27,177,159
4915,Stephan El Shaarawy,161328,Italy,2015,AS Monaco,9829,23,7000000,LW,2060333,Italy,90,tap_in,Roma,5243867,n,4.0,1992-10-27,177,159
4916,Stephan El Shaarawy,161328,Italy,2015,AS Monaco,9829,23,7000000,LW,2060421,Italy,5,distance,Roma,5334188,n,,1992-10-27,177,159
4917,Stephan El Shaarawy,161328,Italy,2015,AS Monaco,9829,23,7000000,LW,2060421,Italy,74,loose_ball,Roma,5335298,n,,1992-10-27,177,159
4918,Stephan El Shaarawy,161328,Italy,2015,AS Monaco,9829,23,7000000,LW,2060437,Italy,22,tap_in,Roma,5357839,n,,1992-10-27,177,159
4919,Stephan El Shaarawy,161328,Italy,2015,AS Monaco,9829,23,7000000,LW,2060308,Italy,48,backheel,Roma,5232624,n,,1992-10-27,177,159
4920,Stephan El Shaarawy,161328,Italy,2015,Roma,8686,23,7000000,LW,2060643,Italy,59,shot,Roma,5609258,n,,1992-10-27,177,159
4921,Stephan El Shaarawy,161328,Italy,2015,Roma,8686,23,7000000,LW,2060500,Italy,15,header,Roma,5455844,n,,1992-10-27,177,159
4922,Stephan El Shaarawy,161328,Italy,2015,Roma,8686,23,7000000,LW,2060601,Italy,87,shot,Roma,5568895,n,,1992-10-27,177,159
4923,Stephan El Shaarawy,161328,Italy,2015,Roma,8686,23,7000000,LW,2060333,Italy,90,tap_in,Roma,5243867,n,4.0,1992-10-27,177,159
4924,Stephan El Shaarawy,161328,Italy,2015,Roma,8686,23,7000000,LW,2060421,Italy,5,distance,Roma,5334188,n,,1992-10-27,177,159
4925,Stephan El Shaarawy,161328,Italy,2015,Roma,8686,23,7000000,LW,2060421,Italy,74,loose_ball,Roma,5335298,n,,1992-10-27,177,159
4926,Stephan El Shaarawy,161328,Italy,2015,Roma,8686,23,7000000,LW,2060437,Italy,22,tap_in,Roma,5357839,n,,1992-10-27,177,159
4927,Stephan El Shaarawy,161328,Italy,2015,Roma,8686,23,7000000,LW,2060308,Italy,48,backheel,Roma,5232624,n,,1992-10-27,177,159
1034,Ciro Immobile,161660,Italy,2015,Torino,9804,25,38000000,CF,2030248,Spain,16,shot,Sevilla FC,5137489,n,,1990-02-20,185,172
1035,Ciro Immobile,161660,Italy,2015,Torino,9804,25,38000000,CF,2030184,Spain,36,shot,Sevilla FC,5017830,n,,1990-02-20,185,172
1036,Ciro Immobile,161660,Italy,2015,Torino,9804,25,38000000,CF,2060439,Italy,22,missed,Torino,5367217,npm,,1990-02-20,185,172
1037,Ciro Immobile,161660,Italy,2015,Torino,9804,25,38000000,CF,2060383,Italy,19,,Torino,5291235,p,,1990-02-20,185,172
1038,Ciro Immobile,161660,Italy,2015,Torino,9804,25,38000000,CF,2060383,Italy,69,shot,Torino,5292416,n,,1990-02-20,185,172
1039,Ciro Immobile,161660,Italy,2015,Torino,9804,25,38000000,CF,2060463,Italy,4,shot,Torino,5397763,n,,1990-02-20,185,172
1040,Ciro Immobile,161660,Italy,2015,Torino,9804,25,38000000,CF,2060463,Italy,15,shot,Torino,5397966,n,,1990-02-20,185,172
1041,Ciro Immobile,161660,Italy,2015,Torino,9804,25,38000000,CF,2060288,Italy,8,,Torino,5183061,rp,,1990-02-20,185,172
1042,Ciro Immobile,161660,Italy,2015,Torino,9804,25,38000000,CF,2060288,Italy,9,,Torino,5183067,p,,1990-02-20,185,172
1043,Ciro Immobile,161660,Italy,2015,Sevilla FC,8302,25,38000000,CF,2030248,Spain,16,shot,Sevilla FC,5137489,n,,1990-02-20,185,172
1044,Ciro Immobile,161660,Italy,2015,Sevilla FC,8302,25,38000000,CF,2030184,Spain,36,shot,Sevilla FC,5017830,n,,1990-02-20,185,172
1045,Ciro Immobile,161660,Italy,2015,Sevilla FC,8302,25,38000000,CF,2060439,Italy,22,missed,Torino,5367217,npm,,1990-02-20,185,172
1046,Ciro Immobile,161660,Italy,2015,Sevilla FC,8302,25,38000000,CF,2060383,Italy,19,,Torino,5291235,p,,1990-02-20,185,172
1047,Ciro Immobile,161660,Italy,2015,Sevilla FC,8302,25,38000000,CF,2060383,Italy,69,shot,Torino,5292416,n,,1990-02-20,185,172
1048,Ciro Immobile,161660,Italy,2015,Sevilla FC,8302,25,38000000,CF,2060463,Italy,4,shot,Torino,5397763,n,,1990-02-20,185,172
1049,Ciro Immobile,161660,Italy,2015,Sevilla FC,8302,25,38000000,CF,2060463,Italy,15,shot,Torino,5397966,n,,1990-02-20,185,172
1050,Ciro Immobile,161660,Italy,2015,Sevilla FC,8302,25,38000000,CF,2060288,Italy,8,,Torino,5183061,rp,,1990-02-20,185,172
1051,Ciro Immobile,161660,Italy,2015,Sevilla FC,8302,25,38000000,CF,2060288,Italy,9,,Torino,5183067,p,,1990-02-20,185,172
2448,Ivan Perisic,163670,Croatia,2015,Inter,8636,26,10000000,LM,2001679,Germany,13,header,VfL Wolfsburg,4681597,n,,1989-02-02,185,179
2449,Ivan Perisic,163670,Croatia,2015,Inter,8636,26,10000000,LM,2060479,Italy,53,shot,Inter,5423548,n,,1989-02-02,185,179
2450,Ivan Perisic,163670,Croatia,2015,Inter,8636,26,10000000,LM,2060392,Italy,76,shot,Inter,4876703,n,,1989-02-02,185,179
2451,Ivan Perisic,163670,Croatia,2015,Inter,8636,26,10000000,LM,2060431,Italy,60,tap_in,Inter,4949216,n,,1989-02-02,185,179
2452,Ivan Perisic,163670,Croatia,2015,Inter,8636,26,10000000,LM,2060350,Italy,78,shot,Inter,5263132,n,,1989-02-02,185,179
2453,Ivan Perisic,163670,Croatia,2015,Inter,8636,26,10000000,LM,2060455,Italy,72,header,Inter,5394792,n,,1989-02-02,185,179
2454,Ivan Perisic,163670,Croatia,2015,Inter,8636,26,10000000,LM,2060441,Italy,54,header,Inter,5374257,n,,1989-02-02,185,179
2455,Ivan Perisic,163670,Croatia,2015,Inter,8636,26,10000000,LM,2060616,Italy,40,tap_in,Inter,5581048,n,,1989-02-02,185,179
5309,Wahbi Khazri,166019,Tunisia,2015,Sunderland,8472,24,4500000,CF,1989077,England,41,volley,Sunderland,5578899,n,,1991-02-08,182,168
5310,Wahbi Khazri,166019,Tunisia,2015,Sunderland,8472,24,4500000,CF,1988968,England,3,direct_freekick,Sunderland,5279824,n,,1991-02-08,182,168
5311,Wahbi Khazri,166019,Tunisia,2015,Sunderland,8472,24,4500000,CF,1989809,France,41,saved_back_into_play,Girondins de Bordeaux,4727638,npm,,1991-02-08,182,168
5312,Wahbi Khazri,166019,Tunisia,2015,Sunderland,8472,24,4500000,CF,1989809,France,45,shot,Girondins de Bordeaux,4727712,n,3.0,1991-02-08,182,168
5313,Wahbi Khazri,166019,Tunisia,2015,Sunderland,8472,24,4500000,CF,1989849,France,17,shot,Girondins de Bordeaux,4836553,n,,1991-02-08,182,168
5314,Wahbi Khazri,166019,Tunisia,2015,Sunderland,8472,24,4500000,CF,1989959,France,57,shot,Girondins de Bordeaux,5129444,n,,1991-02-08,182,168
5315,Wahbi Khazri,166019,Tunisia,2015,Sunderland,8472,24,4500000,CF,1989825,France,79,shot,Girondins de Bordeaux,4755169,n,,1991-02-08,182,168
5316,Wahbi Khazri,166019,Tunisia,2015,Sunderland,8472,24,4500000,CF,1989779,France,41,shot,Girondins de Bordeaux,4660595,n,,1991-02-08,182,168
370,Andros Townsend,166422,England,2015,Newcastle United,10261,24,7000000,RW,1988963,England,90,distance,Newcastle United,5286023,n,,1991-07-16,180,179
371,Andros Townsend,166422,England,2015,Newcastle United,10261,24,7000000,RW,1989034,England,65,distance,Newcastle United,5473929,n,,1991-07-16,180,179
372,Andros Townsend,166422,England,2015,Newcastle United,10261,24,7000000,RW,1989046,England,90,shot,Newcastle United,5499255,n,,1991-07-16,180,179
373,Andros Townsend,166422,England,2015,Newcastle United,10261,24,7000000,RW,1989064,England,58,direct_freekick,Newcastle United,5555948,n,,1991-07-16,180,179
3668,Maxime Lestienne,166575,Belgium,2015,PSV,8640,23,1500000,LW,1983307,Netherlands,37,shot,PSV,4727435,n,,1992-06-17,175,139
4852,Simone Zaza,166595,Italy,2015,Juventus,9885,24,3000000,CF,2060380,Italy,88,deflected,Juventus,5288266,n,,1991-06-25,185,183
4853,Simone Zaza,166595,Italy,2015,Juventus,9885,24,3000000,CF,2060530,Italy,90,shot,Juventus,5074268,n,3.0,1991-06-25,185,183
4854,Simone Zaza,166595,Italy,2015,Juventus,9885,24,3000000,CF,2060608,Italy,82,shot,Juventus,5156258,n,,1991-06-25,185,183
4855,Simone Zaza,166595,Italy,2015,Juventus,9885,24,3000000,CF,2060341,Italy,50,deflected,Juventus,4822217,n,,1991-06-25,185,183
4856,Simone Zaza,166595,Italy,2015,Juventus,9885,24,3000000,CF,2060596,Italy,80,header,Juventus,5561006,n,,1991-06-25,185,183
796,Carlos Bacca,166648,Colombia,2015,Milan,8564,29,1500000,CF,2060481,Italy,15,shot,Milan,5431067,n,,1986-09-08,180,170
797,Carlos Bacca,166648,Colombia,2015,Milan,8564,29,1500000,CF,2060310,Italy,73,volley,Milan,5239031,n,,1986-09-08,180,170
798,Carlos Bacca,166648,Colombia,2015,Milan,8564,29,1500000,CF,2060643,Italy,87,shot,Milan,5610026,n,,1986-09-08,180,170
799,Carlos Bacca,166648,Colombia,2015,Milan,8564,29,1500000,CF,2060423,Italy,61,header,Milan,5337843,dg,,1986-09-08,180,170
800,Carlos Bacca,166648,Colombia,2015,Milan,8564,29,1500000,CF,2060287,Italy,4,shot,Milan,5191119,n,,1986-09-08,180,170
801,Carlos Bacca,166648,Colombia,2015,Milan,8564,29,1500000,CF,2060377,Italy,5,shot,Milan,5289538,n,,1986-09-08,180,170
802,Carlos Bacca,166648,Colombia,2015,Milan,8564,29,1500000,CF,2060321,Italy,21,shot,Milan,4796842,n,,1986-09-08,180,170
803,Carlos Bacca,166648,Colombia,2015,Milan,8564,29,1500000,CF,2060321,Italy,75,header,Milan,4797812,n,,1986-09-08,180,170
804,Carlos Bacca,166648,Colombia,2015,Milan,8564,29,1500000,CF,2060538,Italy,71,shot,Milan,5511229,n,,1986-09-08,180,170
805,Carlos Bacca,166648,Colombia,2015,Milan,8564,29,1500000,CF,2060413,Italy,63,shot,Milan,4915965,n,,1986-09-08,180,170
806,Carlos Bacca,166648,Colombia,2015,Milan,8564,29,1500000,CF,2060331,Italy,19,shot,Milan,5246719,n,,1986-09-08,180,170
807,Carlos Bacca,166648,Colombia,2015,Milan,8564,29,1500000,CF,2060471,Italy,79,shot,Milan,4985938,n,,1986-09-08,180,170
808,Carlos Bacca,166648,Colombia,2015,Milan,8564,29,1500000,CF,2060620,Italy,40,,Milan,5582284,p,,1986-09-08,180,170
809,Carlos Bacca,166648,Colombia,2015,Milan,8564,29,1500000,CF,2060301,Italy,8,shot,Milan,5210898,n,,1986-09-08,180,170
810,Carlos Bacca,166648,Colombia,2015,Milan,8564,29,1500000,CF,2060588,Italy,55,shot,Milan,5128169,n,,1986-09-08,180,170
811,Carlos Bacca,166648,Colombia,2015,Milan,8564,29,1500000,CF,2060430,Italy,31,,Milan,4952575,p,,1986-09-08,180,170
812,Carlos Bacca,166648,Colombia,2015,Milan,8564,29,1500000,CF,2060569,Italy,52,shot,Milan,5108862,n,,1986-09-08,180,170
813,Carlos Bacca,166648,Colombia,2015,Milan,8564,29,1500000,CF,2060271,Italy,17,shot,Milan,4723084,n,,1986-09-08,180,170
814,Carlos Bacca,166648,Colombia,2015,Milan,8564,29,1500000,CF,2060598,Italy,50,tap_in,Milan,5563947,n,,1986-09-08,180,170
1074,Connor Wickham,169721,England,2015,Crystal Palace,9826,22,1000000,CF,1988985,England,61,shot,Crystal Palace,5349337,n,,1993-03-31,187,198
1075,Connor Wickham,169721,England,2015,Crystal Palace,9826,22,1000000,CF,1988985,England,67,shot,Crystal Palace,5349456,n,,1993-03-31,187,198
1076,Connor Wickham,169721,England,2015,Crystal Palace,9826,22,1000000,CF,1988876,England,45,,Crystal Palace,5118244,p,1.0,1993-03-31,187,198
1077,Connor Wickham,169721,England,2015,Crystal Palace,9826,22,1000000,CF,1988978,England,49,shot,Crystal Palace,5335412,n,,1993-03-31,187,198
1078,Connor Wickham,169721,England,2015,Crystal Palace,9826,22,1000000,CF,1988978,England,80,shot,Crystal Palace,5336023,n,,1993-03-31,187,198
2825,Joselu,172321,Spain,2015,Stoke City,10194,25,6000000,CF,1988892,England,80,shot,Stoke City,5135462,n,,1990-03-27,193,176
2826,Joselu,172321,Spain,2015,Stoke City,10194,25,6000000,CF,1988962,England,55,header,Stoke City,5282836,n,,1990-03-27,193,176
2827,Joselu,172321,Spain,2015,Stoke City,10194,25,6000000,CF,1989018,England,51,lob,Stoke City,5418716,n,,1990-03-27,193,176
2828,Joselu,172321,Spain,2015,Stoke City,10194,25,6000000,CF,1988918,England,67,distance,Stoke City,5178097,n,,1990-03-27,193,176
2233,Guus Hupperts,172346,Netherlands,2015,Willem II,8525,23,225000,RW,1983343,Netherlands,79,shot,AZ,4878899,n,,1992-04-25,175,165
362,Andrej Kramaric,173461,Croatia,2015,TSG 1899 Hoffenheim,8226,24,23000000,SS,2002425,Germany,54,shot,TSG 1899 Hoffenheim,5537932,n,,1991-06-19,177,161
363,Andrej Kramaric,173461,Croatia,2015,TSG 1899 Hoffenheim,8226,24,23000000,SS,2002329,Germany,20,,TSG 1899 Hoffenheim,5416967,p,,1991-06-19,177,161
364,Andrej Kramaric,173461,Croatia,2015,TSG 1899 Hoffenheim,8226,24,23000000,SS,2002278,Germany,10,header,TSG 1899 Hoffenheim,5280667,n,,1991-06-19,177,161
365,Andrej Kramaric,173461,Croatia,2015,TSG 1899 Hoffenheim,8226,24,23000000,SS,2002312,Germany,73,shot,TSG 1899 Hoffenheim,5361507,n,,1991-06-19,177,161
366,Andrej Kramaric,173461,Croatia,2015,TSG 1899 Hoffenheim,8226,24,23000000,SS,2002324,Germany,3,shot,TSG 1899 Hoffenheim,5388788,n,,1991-06-19,177,161
367,Andrej Kramaric,173461,Croatia,2015,TSG 1899 Hoffenheim,8226,24,23000000,SS,2002439,Germany,53,saved_back_into_play,TSG 1899 Hoffenheim,5554777,npm,,1991-06-19,177,161
3666,Maxime Le Marchand,173952,France,2015,OGC Nice,9831,26,1500000,CB,1989797,France,42,header,OGC Nice,4677442,n,,1989-10-11,185,170
2345,Iago Aspas,174472,Spain,2015,Sevilla FC,8302,28,9000000,CF,2030229,Spain,43,lob,RC Celta de Vigo,5103776,n,,1987-08-01,175,148
2346,Iago Aspas,174472,Spain,2015,Sevilla FC,8302,28,9000000,CF,2030123,Spain,30,lob,RC Celta de Vigo,4819398,n,,1987-08-01,175,148
2347,Iago Aspas,174472,Spain,2015,Sevilla FC,8302,28,9000000,CF,2030123,Spain,56,shot,RC Celta de Vigo,4820784,n,,1987-08-01,175,148
2348,Iago Aspas,174472,Spain,2015,Sevilla FC,8302,28,9000000,CF,2030442,Spain,16,lob,RC Celta de Vigo,5391213,n,,1987-08-01,175,148
2349,Iago Aspas,174472,Spain,2015,Sevilla FC,8302,28,9000000,CF,2030348,Spain,57,shot,RC Celta de Vigo,5183746,n,,1987-08-01,175,148
2350,Iago Aspas,174472,Spain,2015,Sevilla FC,8302,28,9000000,CF,2030505,Spain,16,,RC Celta de Vigo,5543552,p,,1987-08-01,175,148
2351,Iago Aspas,174472,Spain,2015,Sevilla FC,8302,28,9000000,CF,2030505,Spain,76,volley,RC Celta de Vigo,5543921,n,,1987-08-01,175,148
2352,Iago Aspas,174472,Spain,2015,Sevilla FC,8302,28,9000000,CF,2030494,Spain,28,volley,RC Celta de Vigo,5515349,n,,1987-08-01,175,148
2353,Iago Aspas,174472,Spain,2015,Sevilla FC,8302,28,9000000,CF,2030431,Spain,62,shot,RC Celta de Vigo,5362147,n,,1987-08-01,175,148
2354,Iago Aspas,174472,Spain,2015,Sevilla FC,8302,28,9000000,CF,2030082,Spain,77,tap_in,RC Celta de Vigo,4710315,n,,1987-08-01,175,148
2355,Iago Aspas,174472,Spain,2015,Sevilla FC,8302,28,9000000,CF,2030176,Spain,17,shot,RC Celta de Vigo,4978636,n,,1987-08-01,175,148
2356,Iago Aspas,174472,Spain,2015,Sevilla FC,8302,28,9000000,CF,2030176,Spain,56,header,RC Celta de Vigo,4978839,n,,1987-08-01,175,148
2357,Iago Aspas,174472,Spain,2015,Sevilla FC,8302,28,9000000,CF,2030240,Spain,45,shot,RC Celta de Vigo,5128056,n,1.0,1987-08-01,175,148
2358,Iago Aspas,174472,Spain,2015,Sevilla FC,8302,28,9000000,CF,2030134,Spain,76,volley,RC Celta de Vigo,4839038,n,,1987-08-01,175,148
1884,Fernando,175646,Brazil,2015,Sampdoria,9882,23,3000000,DM,2060578,Italy,20,shot,Sampdoria,5536525,n,,1992-03-03,175,176
1885,Fernando,175646,Brazil,2015,Sampdoria,9882,23,3000000,DM,2060523,Italy,85,shot,Sampdoria,5482372,n,,1992-03-03,175,176
1886,Fernando,175646,Brazil,2015,Sampdoria,9882,23,3000000,DM,2060416,Italy,45,shot,Sampdoria,5340994,n,,1992-03-03,175,176
1887,Fernando,175646,Brazil,2015,Sampdoria,9882,23,3000000,DM,2060263,Italy,37,direct_freekick,Sampdoria,4708231,n,,1992-03-03,175,176
2509,James McClean,175947,Ireland,2015,West Bromwich Albion,8659,26,1500000,LM,1988859,England,39,header,West Bromwich Albion,5081132,n,,1989-04-22,180,154
2510,James McClean,175947,Ireland,2015,West Bromwich Albion,8659,26,1500000,LM,1988914,England,86,shot,West Bromwich Albion,5178422,n,,1989-04-22,180,154
5370,Xherdan Shaqiri,176300,Switzerland,2015,Stoke City,10194,24,10000000,RW,1988989,England,80,distance,Stoke City,5354294,n,,1991-10-10,170,159
5371,Xherdan Shaqiri,176300,Switzerland,2015,Stoke City,10194,24,10000000,RW,1988892,England,17,shot,Stoke City,5134728,n,,1991-10-10,170,159
5372,Xherdan Shaqiri,176300,Switzerland,2015,Stoke City,10194,24,10000000,RW,1988892,England,45,lob,Stoke City,5135029,n,,1991-10-10,170,159
5373,Xherdan Shaqiri,176300,Switzerland,2015,Inter,8636,24,10000000,RW,1988989,England,80,distance,Stoke City,5354294,n,,1991-10-10,170,159
5374,Xherdan Shaqiri,176300,Switzerland,2015,Inter,8636,24,10000000,RW,1988892,England,17,shot,Stoke City,5134728,n,,1991-10-10,170,159
5375,Xherdan Shaqiri,176300,Switzerland,2015,Inter,8636,24,10000000,RW,1988892,England,45,lob,Stoke City,5135029,n,,1991-10-10,170,159
5296,Vlad Chiriches,177837,Romania,2015,Napoli,9875,26,3500000,CB,2060435,Italy,38,header,Napoli,5365385,n,,1989-11-14,182,165
4159,Philipp Hosiner,177941,Austria,2015,1. FC Köln,8722,26,350000,CF,2002111,Germany,76,volley,1. FC Köln,4719425,n,,1989-05-15,177,174
5102,Timm Klose,178206,Switzerland,2015,Norwich City,9850,27,300000,CB,2002107,Germany,61,shot,VfL Wolfsburg,4716529,n,,1988-05-09,193,192
5103,Timm Klose,178206,Switzerland,2015,Norwich City,9850,27,300000,CB,1989026,England,45,header,Norwich City,5447585,n,3.0,1988-05-09,193,192
3852,Nemanja Gudelj,178753,Serbia,2015,Ajax,8593,24,6000000,DM,1983328,Netherlands,23,direct_freekick,Ajax,4836384,n,,1991-11-16,187,192
3853,Nemanja Gudelj,178753,Serbia,2015,Ajax,8593,24,6000000,DM,1983466,Netherlands,68,missed,Ajax,5263040,npm,,1991-11-16,187,192
3854,Nemanja Gudelj,178753,Serbia,2015,Ajax,8593,24,6000000,DM,1983346,Netherlands,22,distance,Ajax,4913824,n,,1991-11-16,187,192
3855,Nemanja Gudelj,178753,Serbia,2015,Ajax,8593,24,6000000,DM,1983277,Netherlands,40,distance,Ajax,4658594,n,,1991-11-16,187,192
3856,Nemanja Gudelj,178753,Serbia,2015,Ajax,8593,24,6000000,DM,1983310,Netherlands,82,,Ajax,4763635,p,,1991-11-16,187,192
764,Bryan Smeets,179208,Netherlands,2015,De Graafschap,8526,23,700000,AM,1983573,Netherlands,55,shot,De Graafschap,5586976,n,,1992-11-22,182,187
3516,Marvin Peersman,180784,Belgium,2015,SC Cambuur,7788,24,450000,LB,1983483,Netherlands,27,,SC Cambuur,5312610,o,,1991-02-10,182,152
3171,Luca Marrone,182606,Italy,2015,Carpi,208931,25,500000,CB,2060446,Italy,67,volley,Carpi,4965099,n,,1990-03-28,185,165
3172,Luca Marrone,182606,Italy,2015,Hellas Verona,9876,25,500000,CB,2060446,Italy,67,volley,Carpi,4965099,n,,1990-03-28,185,165
3288,Lukas Rupp,182892,Germany,2015,VfB Stuttgart,10269,24,1800000,CM,2002312,Germany,42,shot,VfB Stuttgart,5360229,n,,1991-01-08,177,161
3289,Lukas Rupp,182892,Germany,2015,VfB Stuttgart,10269,24,1800000,CM,2002175,Germany,60,tap_in,VfB Stuttgart,4944485,n,,1991-01-08,177,161
3290,Lukas Rupp,182892,Germany,2015,VfB Stuttgart,10269,24,1800000,CM,2002344,Germany,45,volley,VfB Stuttgart,5446793,n,3.0,1991-01-08,177,161
3291,Lukas Rupp,182892,Germany,2015,VfB Stuttgart,10269,24,1800000,CM,2002325,Germany,79,shot,VfB Stuttgart,5390264,n,,1991-01-08,177,161
3292,Lukas Rupp,182892,Germany,2015,VfB Stuttgart,10269,24,1800000,CM,2002223,Germany,33,shot,VfB Stuttgart,5089149,n,,1991-01-08,177,161
397,Andy Delort,183530,Algeria,2015,SM Caen,7819,24,13000000,CF,1989960,France,85,saved_back_into_play,SM Caen,5119969,npm,,1991-10-09,182,181
398,Andy Delort,183530,Algeria,2015,SM Caen,7819,24,13000000,CF,1989940,France,70,,SM Caen,5085782,p,,1991-10-09,182,181
399,Andy Delort,183530,Algeria,2015,SM Caen,7819,24,13000000,CF,1990008,France,41,,SM Caen,5234534,p,,1991-10-09,182,181
400,Andy Delort,183530,Algeria,2015,SM Caen,7819,24,13000000,CF,1990107,France,14,,SM Caen,5608098,p,,1991-10-09,182,181
401,Andy Delort,183530,Algeria,2015,SM Caen,7819,24,13000000,CF,1989919,France,77,shot,SM Caen,5072566,n,,1991-10-09,182,181
402,Andy Delort,183530,Algeria,2015,SM Caen,7819,24,13000000,CF,1990136,France,58,shot,SM Caen,5291156,n,,1991-10-09,182,181
403,Andy Delort,183530,Algeria,2015,SM Caen,7819,24,13000000,CF,1989783,France,27,distance,SM Caen,4656237,n,,1991-10-09,182,181
404,Andy Delort,183530,Algeria,2015,SM Caen,7819,24,13000000,CF,1989806,France,67,shot,SM Caen,4700798,n,,1991-10-09,182,181
